text,datetime,text_clean,sentiment
"Alckmin critica as propostas de @jairbolsonaro, incluindo o retorno da CPMF, e pede para que a radicalização políti… https://t.co/52bAUR1isD",2018-10-04 23:50:04+00:00,alckmin criticar o proposto @jairbolsonaro incluir o retornar cpmf e pedir parir o radicalização políti …,0.0
Beber até ficar doido que nem o Alvaro Dias,2018-10-04 22:21:47+00:00,beber ficar doido o alvaro,-1.0
@rosaneoliveira As verdadeiras atrações da noite são duas: @DaniloGentili  fazendo show transmitido pelo YouTube e… https://t.co/flyfnsaMHe,2018-10-04 22:18:00+00:00,@rosaneoliveira o atrações @danilogentili show transmitir pelar youtube e …,0.0
Acompanhe todos os detalhes do debate pelo nosso site: https://t.co/YfEbhuqp4s  #CiroSim #Ciro12 #CiroNaGlobo #TsunamiCIRO,2018-10-04 22:28:37+00:00,acompanhar o detalhe debater pelar site cirosim ciro12 cironaglobo tsunamiciro,0.0
os níveis de rejeição do alckmin sao nada na frente dos meus,2018-10-04 22:08:57+00:00,o rejeição alckmin sao nado o frente,0.0
"""Essa divisão não vai permitir que o Brasil supere a crise. Eu peço humildemente uma oportunidade. Ganho do Haddad e do Bolsonaro no 2º turno, mas preciso do seu voto"" - Ciro Gomes, PDT https://t.co/BdvXlnM879",2018-10-05 00:45:08+00:00,divisão permitir o brasil superar o crise pedir humildemente umar oportunidade ganhar haddad e bolsonaro o 2º turno precisar votar ciro gomar pdt,0.0
"“Ainda agora tem um [ministro do PSDB] remanescente [no governo Temer], inclusive elogiando o Bolsonaro”, disse @Haddad_Fernando. Confira em https://t.co/Ig406YBUTP. #Eleições2018 https://t.co/ZaP1otayLp",2018-10-05 00:21:39+00:00,“ ministrar psdb remanescente o governar temer inclusive elogiar o bolsonaro @haddad_fernando conferir eleições2018,0.0
"""Se você vai poder votar no domingo é porque teve gente que deu a vida por isso"", Boulos, sendo o primeiro a dar a real sobre a ditadura militar, defendida por Bolsonaro. Foi aplaudido pela plateia #DebateNaGlobo",2018-10-04 22:46:49+00:00,votar o domingo gente o vidar boulos o o o real sobrar o ditadura militar defendido bolsonaro aplaudir pelar plateia debatenaglobo,1.0
"A Marina adora bater no coiso até qndo ele não tá rs ""amarelão "" rs",2018-10-04 23:28:16+00:00,o marino adorar bater o coiso qndo tá rs amarelão rs,-1.0
boulos tá dando um banho fodido nesse debate,2018-10-04 23:05:13+00:00,boulos tá banhar foder n debater,1.0
"MAS NÃO VOU CHAMAR O MEIRELLES NÃO
JÁ DISSE QUE EU VOU TAXAR O MEIRELLES #DebateGlobo",2018-10-04 23:36:20+00:00,chamar o meirelles taxar o meirelles debateglobo,-1.0
@meirelles @cirogomes @GuilhermeBoulos @Haddad_Fernando @alvarodias_ @geraldoalckmin @MarinaSilva @KatiaAbreu @realwbonner A @MarinaSilva aproveita a pergunta sobre segurança pública de @geraldoalckmin para denunciar o estado de SP como exportador do PCC. #debatenaglobo https://t.co/w7d8A7Uliy,2018-10-05 00:00:11+00:00,@meirelles @cirogomes @guilhermeboulos @haddad_fernando @alvarodias @geraldoalckmin @marinasilva @katiaabreu @realwbonner o @marinasilva aproveitar o perguntar sobrar segurança público @geraldoalckmin parir denunciar o sp comer exportador pcc debatenaglobo,0.0
e desde quando o ciro gomes tá preso? vote ciro 12 https://t.co/9XjASmAxDv,2018-10-04 21:59:47+00:00,e o ciro gomar tá presar votar ciro 12,1.0
ALÁ O BONITO QUE NÃO TEM CONDIÇÕES DE IR NO DEBATE DA GLOBO MAS VAI NA RECORD DAR ENTREVISTA #DebateNaGlobo #BolsonaroNaRecord https://t.co/wrmxvvPIXW,2018-10-05 00:01:05+00:00,alar o bonito condição o debater globo o record entrevisto debatenaglobo bolsonaronarecord,-1.0
"O HADDAD FRAUDOU A PROPRIA CAMPANHA 
ELE
VAI
PERDER PORRA
VOTEM NO CIRO
DA RT FAÇA O QUE FOR CARALHO
AS PESSOAS PRECISAM SABER DISSO MEU DEUS
NÃO É SÓ COM HASHTAG QUE SE IMPEDE O COISO DE SE ELEGER
É BOTANDO O CANDIDATO COM CAPACIDADE DE GANHAR NO SEGUNDO TURNO PORRA",2018-10-05 00:23:57+00:00,o haddad fraudar o propria campanha perder porra votar o ciro rt o caralho o pessoa precisar d deus só hashtag impedir o coiso eleger botar o candidatar capacidade ganhar o segundar turno porra,-1.0
UM EXEMPLO QUE COM CERTEZA VOCÊ NÃO SABE #Marina #DebateNaGlobo,2018-10-04 22:54:52+00:00,marino debatenaglobo,0.0
"Marina Silva falando bem do vice dela, Eduardo Jorge. O que ela não fala é que ele é a favor de liberar as drogas e o aborto. #DebateNaGlobo",2018-10-04 22:50:38+00:00,marino silvar falar viçar d eduardo jorge o falir o liberar o drogar e o abortar debatenaglobo,-1.0
"Nem coragem de ir pra um debate tem! 

#arregão",2018-10-04 21:55:31+00:00,coragem pra debater arregão,-1.0
"@folha Daciolo, é você?! Kk",2018-10-04 22:41:26+00:00,@folha daciolo k,0.0
O ator Boulos já pode entrar na “Malhação”.,2018-10-04 22:36:32+00:00,o ator boulos entrar o “ malhação,-1.0
com os votos dos Alckimistas Bolsonaro ganha no primeiro turno  #VemComBolsonaro17,2018-10-04 22:01:09+00:00,o voto alckimistas bolsonaro ganhar o turno vemcombolsonaro17,1.0
"Quem não quiser as trevas, quem não quiser livros queimados, Marielle assassinada duplamente, a dor da mais profunda desilusão, convido: Votem como brasileiros, não pit-gente. Voltem a ter algum humor, alguma alegria, alguma música. Bolsonaro é só ruído. Mas, a manga rosa...",2018-10-04 22:13:06+00:00,querer o treva querer livro queimar marielle assassinar duplamente o dor profundo desilusão convidar votar comer brasileiro pit gente voltar o algum humor algum alegria algum músico bolsonaro só ruir o mangar rosar,-1.0
eu acho q tinha q ter uma legenda no q o Meirelles fala e vcs????,2018-10-05 00:15:06+00:00,achar q q umar legendar o q o meirelles falir e vcs,-1.0
"Falam em política do medo e criticam com voto no medo, mas dizem que Haddad e Bolsonaro não terão como governar e que podem sofrer impeachment. #DebateNaGlobo",2018-10-04 22:14:17+00:00,falir político medo e criticar votar o medo haddad e bolsonaro comer governar e sofrer impeachment debatenaglobo,-1.0
EU TAVA AGUARDANDO PELOS MEMES DO BOULOS HSMSDKSKSKSKKKKKKLKKKKKKKKKKK https://t.co/8zIExCiKcq,2018-10-04 23:36:14+00:00,tava aguardar memes boulos hsmsdkskskskkkkkklkkkkkkkkkkk,1.0
Nem o microfone quer ficar perto do Meirelles,2018-10-04 22:31:36+00:00,o microfone querer ficar meirelles,-1.0
"@bbcbrasil @cirogomes @jairbolsonaro Ciro @cirogomes (a.k.a. ""STALIN DO CANGAÇO"") é um perigoso psicopata. Se este… https://t.co/9RyyEFXkLo",2018-10-05 00:18:05+00:00,@bbcbrasil @cirogomes @jairbolsonaro ciro @cirogomes a.k.a stalin cangaço perigoso psicopata …,-1.0
"“Tenho orgulho da minha filha, que não foi resultado de uma fraquejada” O MASSACRE DO CIRO NÃO PARA NO @ #DebateNaGlobo",2018-10-05 00:33:27+00:00,“ orgulhar filho resultar umar fraquejar o massacrar ciro parir o debatenaglobo,1.0
"ando tão à flor da pele que o boulos dizendo ""ditadura nunca mais"" na tv me faaaaz chorar",2018-10-04 22:42:31+00:00,andar flor pelar o boulos ditadura o tv faaaaz chorar,1.0
"@aosfatos Afirmação de Alckmin é FALSA. O PSDB participou ativamente do governo de Michel Temer, chegando a ter 5 ministros filiados ou ligados ao partido. (via @aosfatos) #UOLnasUrnas #InformacaocontraoAchismo #DebateNaGlobo https://t.co/lArf13pLul",2018-10-04 23:06:30+00:00,@aosfatos afirmação alckmin falso o psdb participar ativamente governar michel temer chegar o 5 ministro filiar ligar o o @aosfatos uolnasurnas informacaocontraoachismo debatenaglobo,0.0
gente vota no ciro nunca pedi nada pra vocês #CiroSim #TsunamiCiro12 #CiroDaesang,2018-10-04 23:58:08+00:00,gente votar o ciro pedir nado pra cirosim tsunamiciro12 cirodaesang,1.0
Minha pergunta é que que o Meirelles tá fazendo aí,2018-10-04 22:51:51+00:00,perguntar o meirelles tá,-1.0
"Haddad e Boulos no debate:

- Candidato, qual a sua cor favorita?
- Vermelho. E a sua?
- Também! E comida?
- Lasanha!!!
- Amoooooooo!
- Me abraça, migo?
- Claro, Pim!
- “Pim”?
- Apelido! Posso?
- Podeeeee!!! Louquinho!!!

(Risos)",2018-10-04 22:59:42+00:00,haddad e boulos o debater candidatar o suar cor favorito vermelhar e o suar e comido lasanha amoooooooo abraçar migar claro pim “ pim apelidar podeeeee louquinho riso,-1.0
"Gente, o Ciro é muito mais articulado que o Haddad. Falta carisma no Haddad mesmo, e logo ele que está representand… https://t.co/6iMTXFo1WJ",2018-10-04 23:15:09+00:00,gente o ciro articular o haddad falto carisma o haddad e representand …,-1.0
"""Se você vai poder votar no domingo é porque teve gente que deu a vida por isso"", Boulos, sendo o primeiro a dar a real sobre a ditadura militar, defendida por Bolsonaro. Foi aplaudido pela plateia #DebateNaGlobo",2018-10-04 22:56:44+00:00,votar o domingo gente o vidar boulos o o o real sobrar o ditadura militar defendido bolsonaro aplaudir pelar plateia debatenaglobo,1.0
Ciro Gomes foi brilhante com Meirelles. Conseguiu elogiar sacaneando. E ainda conseguiu expor seu programa de governo. #DebateNaGlobo,2018-10-04 23:36:24+00:00,ciro gomar brilhante meirelles conseguir elogiar sacaneando e conseguir expor programar governar debatenaglobo,1.0
Médicos recomendam q Bolsonaro só fale pra TV Record! https://t.co/lTBqGbK01Z,2018-10-04 21:54:26+00:00,médico recomendar q bolsonaro só falir pra tv record,-1.0
Olha lá os eleitores do FROUXO CAGALHÃO querendo opinar sobre o debate https://t.co/6knW5rLqnW,2018-10-05 00:09:01+00:00,olhar o eleitor frouxar cagalhão querer opinar sobrar o debater,-1.0
"Haddad vira réu em ação que apura prejuízo de R$ 5,2 mi na ciclovia https://t.co/DDFdQRoIMi",2018-10-05 00:42:48+00:00,"haddad virar réu ação apurar prejuízo r$ 5,2 mi o ciclovia",-1.0
"Cacete, Boulos. Perfeita resposta sobre a guerra às drogas.",2018-10-05 00:30:26+00:00,cacete boulos perfeito respostar sobrar o guerra s drogar,1.0
Será que o Álvaro Dias pediu autógrafo pro Bonner??? #DebateNaGlobo,2018-10-04 22:22:10+00:00,o álvaro pedir autógrafo pro bonner debatenaglobo,0.0
"Enrabbad sentiu-se ofendidinho com Alvaro Botox porque disse que ele era um boneco de Lula nas eleições. Oras, foi o próprio Lula que o garantiu, PORRA! 
 #BolsonaroNaRecord",2018-10-04 23:54:12+00:00,enrabbad sentir ofendidinho alvaro botox boneco lula o eleição orar o lula o garantir porra bolsonaronarecord,-1.0
Ai que fofinho eles conversando depois do debate 💕,2018-10-05 00:47:09+00:00,ai fofo conversar debater 💕,1.0
"Enfermeiro negro interrompendo a entrevista do Bolsonaro pra dar agua, pra descolar da imagem de racista. POLITICAAAAA",2018-10-04 22:17:24+00:00,enfermeiro negro interromper o entrevisto bolsonaro pra aguar pra descolar imagem racista politicaaaaa,-1.0
"o ano eh 2030

as novas escolas ja tem acesso ao conteúdo de historia de tudo o que aconteceu na politica brasileira entre 2014-2019 

os alunos abrem o livro e começam a ler o conteudo e dizem 

     q porra eh q ta acontecendo",2018-10-04 22:48:53+00:00,o eh 2030 o escola ja acesso o o conteúdo historiar o acontecer o politicar brasileiro entrar 2014 2019 o aluno abrir o livrar e comedir o ler o conteudo e q porra eh q ta acontecer,-1.0
"Haddad, é lamentável que você não reconheça NENHUM DOS ERROS. Você teve agora a oportunidade de olhar para o povo brasileiro e reconhecer os erros e VOCÊ NÃO FAZ! #DebateNaGlobo #Vote18 https://t.co/37ee3oB41m",2018-10-05 00:00:22+00:00,haddad lamentável reconhecer nenhum erro o oportunidade olhar parir o brasileiro e reconhecer o erro e debatenaglobo vote18,-1.0
Boulos falando o que precisa ser falado. Dá até vontade de chorar. #DebateNaGlobo,2018-10-04 22:34:47+00:00,boulos falar o preciso falar vontade chorar debatenaglobo,1.0
ciro ta ate rindo de tanto q marina falou da br 163,2018-10-04 23:13:31+00:00,ciro ta atar rir q marino falar br 163,1.0
acontecendo um debate na globo e vcs falando de fazenda kk,2018-10-05 00:46:37+00:00,acontecer debater o globo e vcs falar fazenda k,-1.0
É COMO EU VOU GOVERNAR O BRASIL te amo ciro #DebateNaGlobo,2018-10-05 00:08:41+00:00,comer governar o brasil amar ciro debatenaglobo,1.0
"Alguém avisa a Álvaro Dias que ele tá em um debate com foco na presidência do país, onde precisa apresentar PROPOST… https://t.co/4hsvmbKqyr",2018-10-04 22:59:11+00:00,alguém avisar o álvaro tá debater focar o presidência país preciso apresentar propost …,-1.0
"Olha... é cada uma que eu vejo viu....

Pode nem criticar ao ""santo"" Bolsonaro que você já se torna desumana e inse… https://t.co/K4a5kbF0G8",2018-10-05 00:13:13+00:00,olhar umar .... criticar o o santo bolsonaro tornar desumano e inse …,-1.0
"Alvaro dias é a cara do Baby da Familia Dinossauro

#DebateNaGlobo https://t.co/ikV8Ich3RE",2018-10-05 00:14:02+00:00,alvaro o caro baby familia dinossauro debatenaglobo,-1.0
MARINA E CIRO JÁ DANDO UM CHUTE CRUZADO NA CARA DO RESTO,2018-10-04 22:10:36+00:00,marino e ciro chutar cruzar o caro restar,1.0
"gente esse álvaro dias, o bicho é o retrato do tiozão podre que corta todo mundo, faz piada bizarra, não respeita ninguém, quer ser o padrinho que beijam a mão mas quer dar tapinha na bunda das meninas, QUE CARA PODRE",2018-10-04 23:12:27+00:00,gente álvaro o bichar o retratar tiozão podre cortar mundo piar bizarro respeitar ninguém querer o padrinho beijar o mão querer tapinha o bunda menino caro podre,-1.0
"o candidato com o qual eu mais me identifico é o boulos. por mim ele seria presidente, mas é grande demais pra nossas cabecinhas pequenas. boulos, haddad e manu pra mim são o futuro da esquerda no brasil",2018-10-05 00:29:28+00:00,o candidatar o identificar o boulos mim seriar presidente pra cabecinha pequeno boulos haddad e manu pra mim o futurar esquerdo o brasil,1.0
#DebateNaGlobo #Ciro12 #CiroNaGlobo Meirelles X Alckmin: Duas pessoas que manterão a PEC do teto de gastos...… https://t.co/cuZe71QOpv,2018-10-05 00:14:30+00:00,debatenaglobo ciro12 cironaglobo meirelles x alckmin pessoa manter o pec teto gasto …,-1.0
"""Estou falando muito sério. Olho no olho. Papo direto. Vocês (do PT) que são uma brincadeira governando"", rebateu Alvaro Dias para @Haddad_Fernando. #DebateNaGlobo #AlvaroNaGlobo #Eleicoes2018",2018-10-04 23:09:44+00:00,falar sério olhar o olhar papar direto pt umar brincadeira governar rebater alvaro parir @haddad_fernando debatenaglobo alvaronaglobo eleicoes2018,0.0
BONNINHO SUTILMENTE ENSINANDO UMA LIÇÃO A HADDAD. é isto,2018-10-04 23:32:09+00:00,bonninho sutilmente ensinar umar lição o haddad,-1.0
NÓS VAMOS TAXAR O MEIRELLES,2018-10-04 23:36:34+00:00,nó taxar o meirelles,0.0
Haddad vai ser comido vivo no debate do segundo turno,2018-10-04 22:15:27+00:00,haddad comer viver o debater segundar turno,-1.0
"“você atrai aquilo que fala”

CIRO PRESIDENTE
CIRO PRESIDENTE 
CIRO PRESIDENTE 
CIRO PRESIDENTE 
CIRO PRESIDENTE 
CIRO PRESIDENTE 
CIRO PRESIDENTE 
CIRO PRESIDENTE 
CIRO PRESIDENTE 
CIRO PRESIDENTE",2018-10-04 22:28:05+00:00,“ atrair falir ciro presidente ciro presidente ciro presidente ciro presidente ciro presidente ciro presidente ciro presidente ciro presidente ciro presidente ciro presidente,1.0
@HadasPuentillas esfarelando o senhor @alvarodias_ que não consegui se quer fazer uma pergunta. #DebateNaGlobo #Eleições2018 #HaddadÉ13,2018-10-04 23:09:04+00:00,@hadaspuentillas esfarelar o senhor @alvarodias conseguir querer umar perguntar debatenaglobo eleições2018 haddadé13,-1.0
"Ciro e Marina unidos contra o Bonoro. QUE HINO, MEUS AMIGOS. QUE HINO! #DebateNaGlobo",2018-10-04 22:24:40+00:00,ciro e marino unir o bonoro hino amigo hino debatenaglobo,1.0
Tá pra nascer um candidato mais vazio que Geraldo Alckmin!,2018-10-04 23:48:01+00:00,tá pra nascer candidatar vaziar geraldo alckmin,-1.0
Meirelles logo vai se desmanchar em cinzas no primeiro vento que bater #DebateNaGlobo,2018-10-04 22:20:18+00:00,meirelles desmanchar cinzar o ventar bater debatenaglobo,-1.0
"“Esses rótulos, eles jogam pra cima de mim. Por que? Não podem me chamar de corrupto!”- Jair Bolsonaro

#BolsonaroNaRecord",2018-10-04 22:23:27+00:00,“ rótulo jogar pra mim chamar corrupto!”- jair bolsonaro bolsonaronarecord,0.0
"“mamãe, to na Grobo”!! Alvaro Dias mais feliz de tá lá do que de ser presidente do país",2018-10-04 22:19:53+00:00,“ mamãe to o grobo alvaro feliz tá presidente país,1.0
*ciro's voice* rapaz o serra tá parecendo um nosferatu https://t.co/dpAUjGY47K,2018-10-05 00:23:36+00:00,ciro 's voice rapaz o serrar tá parecer nosferatu,0.0
"Boulos arrasou nas palavras. Se hoje você tem o direito de votar e ter liberdade de expressão e opinião foi porque lá atras muitas pessoas lutaram contra a ditadura que era presente no país. Não vamos voltar pra o passado, vamos andar pra frente. ELE NÃO! #DebateNaGlobo",2018-10-04 22:38:04+00:00,boulos arrasar o palavra o direito votar e liberdade expressão e opinião atro pessoa lutar o ditadura presentar o país voltar pra o passar andar pra frente debatenaglobo,1.0
"""Alckmin, você, junto com o Temer e o Bolsonaro, apoiou a reforma trabalhista. Inclusive o vice do Bolsonaro defendeu retirar 13º salário e férias. Por que vocês sempre cortam nos direitos e nunca nos privilégios da sua turma?"" #DebateNaGlobo #BoulosNaGlobo",2018-10-04 22:30:43+00:00,alckmin juntar o temer e o bolsonaro apoiar o reformar trabalhista inclusive o viçar bolsonaro defender retirar 13º salário e féria cortar o direito e o privilégio suar turma debatenaglobo boulosnaglobo,0.0
"Ciro e Marina são incríveis . Como escolher???
#DebateNaGlobo #TsunamiCIRO",2018-10-05 00:02:22+00:00,ciro e marino incrível comer escolher debatenaglobo tsunamiciro,1.0
"me recuso a ver o debate na globo, sem daciolo é golpe",2018-10-04 23:41:44+00:00,recusar o o debater o globo daciolo golpe,-1.0
Voto feminino em Bolsonaro dobrou desde agosto https://t.co/7hLfmAYwRn,2018-10-05 00:07:20+00:00,votar feminino bolsonaro dobrar agostar,1.0
"Repórter: O que o senhor achou da manifestação ele não?

Bolsonaro: É só você ver. Quem estava no ele não? Um monte de artistas que estavam mamando na lei rouanet! #BolsonaroNaRecord https://t.co/qDg7JEAJxq",2018-10-04 22:31:35+00:00,repórter o o senhor achar manifestação bolsonaro só o montar artista mamar o lei rouanet bolsonaronarecord,-1.0
#VemComBolsonaro17 Bolsonaro dando uma conferida no show do Danilo Gentili https://t.co/DVRs9TgVUP,2018-10-04 22:08:17+00:00,vemcombolsonaro17 bolsonaro umar conferir o show danilo gentili,1.0
Os cabelo do Meirelles é tri kkkkk,2018-10-04 22:20:19+00:00,o cabelar meirelles tri kkkkk,1.0
PLINIOOOOOOOOOO ANJO QUE VC ESTEJA EM BOM LUGAR,2018-10-05 00:00:51+00:00,plinioooooooooo anjo vc,0.0
boulos obrigado por esse momento https://t.co/zREyrcZSD5,2018-10-05 00:15:45+00:00,boulos obrigar,1.0
OLHA QUE ABSURDO #TsunamiCIRO,2018-10-04 23:23:14+00:00,olhar absurdo tsunamiciro,0.0
"tudo armado esses debates, duplinhas com falas feitas pra descutir as propostas do bolsonaro. falem de vcs ora",2018-10-04 22:43:20+00:00,armar debater duplinhas falir feito pra descutir o proposto bolsonaro falir vcs orar,-1.0
nossa esse debate me deu foi fome,2018-10-05 00:38:38+00:00,debater fome,0.0
Rumo ao segundo turno! #HaddadÉ13 https://t.co/hl9cvUcByq,2018-10-04 22:15:16+00:00,rumar o o segundar turno haddadé13,1.0
#DebateGlobo histórico um debate só de esquerda e a seleção sofre sem um ponta esquerda https://t.co/49utUfNmzI,2018-10-04 22:14:42+00:00,debateglobo histórico debater só esquerdo e o seleção sofrer pontar esquerdo,-1.0
"Professor @MarcioGuerraCan se posicionando a favor do Bolsonaro, mesmo sabendo que a maior parte do seu público é constituído por LGBTs. Quero ver como vai ganhar views sem os amantes do pop, que dão audiência para seus reacts e em sua maioria são gays. https://t.co/K1zm1PLBwd",2018-10-04 22:37:47+00:00,professor @marcioguerracan posicionar o bolsonaro o público constituir lgbts querer comer ganhar views o amante pop audiência parir reacts e suar gay,-1.0
Eu juro que ne da agonia ver o Meirelles falando,2018-10-05 00:00:38+00:00,jurar ne agoniar o meirelles falar,-1.0
Se o Boulos chorar eu voto nele.,2018-10-04 22:36:09+00:00,o boulos chorar votar n,1.0
se o bolsonaro ganhar eu vou-me embora pra pasargada,2018-10-04 22:55:00+00:00,o bolsonaro ganhar pra pasargada,-1.0
Que coisa sem graça o Boulos servindo de escada para o Haddad  #DebateNaGlobo,2018-10-04 22:33:07+00:00,graça o boulos servir escada parir o haddad debatenaglobo,-1.0
"""Nós vamos recuperar as finanças públicas, mas não como vocês querem, cortando direitos sociais e apoiando o govern… https://t.co/6ik5oRdYq9",2018-10-04 23:02:15+00:00,nó recuperar o finanças público comer querer cortar direito social e apoiar o govern …,0.0
"Cuidado, no último debate o Firmino levou uma dedada do Meirelles no olho!",2018-10-05 00:43:45+00:00,cuidar o debater o firmino levar umar dedada meirelles o olhar,-1.0
"Bolsonaro é o único que se propõe a quebra da hegemonia do marxismo cultural e do regime cleptocrata instaurado no Brasil.
Deixe o orgulho de lado, é a nossa liberdade que está jogo!
#VemComBolsonaro17",2018-10-04 21:54:25+00:00,bolsonaro o único propor o quebrar hegemonia marxismo cultural e regime cleptocrata instaurar o brasil deixar o orgulhar o liberdade jogar vemcombolsonaro17,1.0
"Haddad colocando Alvaro em seu devido lugar e voltando à Poltrona com aquele sorrisinho debochado...

#DebateGlobo… https://t.co/VDf7c1fJ7g",2018-10-04 23:06:09+00:00,haddad colocar alvaro dever e voltar poltrão sorriso debochar debateglobo …,1.0
"Ciro, Boulos e Marina trio do pop. Tribalistas da politica brasileira #DebateNaGlobo",2018-10-04 22:43:00+00:00,ciro boulos e marino trio pop tribalistas politicar brasileiro debatenaglobo,0.0
"O Bolsonaro tá pálido, magro pra caralho, mal consegue andar, fala com dificuldade:

as pessoas sabem disso e vai ficar pior ainda pra esses idiotas.
#DebateNaGlobo",2018-10-05 00:38:31+00:00,o bolsonaro tá pálido magro pra caralho conseguir andar falir dificuldade o pessoa d e ficar pra idiota debatenaglobo,-1.0
Nós não votamos por fanatismo a um político ou por fanatismo a um partido. Nós votamos pelo Brasil! #TsunamiCIRO https://t.co/bEJDhxDnoT,2018-10-04 22:03:49+00:00,nó votar fanatismo o político fanatismo o nó votar pelar brasil tsunamiciro,1.0
UAHHUASHAUAHAUAHUAAHUAUHA Ciro s2,2018-10-05 00:08:46+00:00,uahhuashauahauahuaahuauha ciro s2,1.0
"""Marina, eu viajei bastante..."" É vdd Alckmin VÁRIAS viagem nada a ver",2018-10-04 23:06:44+00:00,marino viajar vdd alckmin nado o,0.0
Debate sem Daciolo é golpe,2018-10-04 22:13:22+00:00,debater daciolo golpe,-1.0
saindo do Brasil caso o Bolsonaro seja eleito https://t.co/xygWBbplAj,2018-10-04 22:24:14+00:00,sair brasil casar o bolsonaro eleito,-1.0
Boulos testando minha heterossexualidade,2018-10-04 23:39:04+00:00,boulos testar heterossexualidade,1.0
Acho podre de chique essa dicção bebo uísque em vez de água do Alvaro Dias...,2018-10-04 23:02:50+00:00,achar podre chique dicção beber uísque água alvaro,-1.0
eu finalmente tenho orgulho de dizer: eu participei da defesa do nome de @GuilhermeBoulos para ser nosso candidato… https://t.co/dv13ZW7gq7,2018-10-05 00:39:41+00:00,finalmente orgulhar participar defeso @guilhermeboulos parir candidatar …,1.0
"Tem uns candidato aí que eh tão floppado q quando eu vejo um eleitor tenho q perguntar se não é meme

#HaddadÉ13 
#DebateNaGlobo",2018-10-05 00:40:47+00:00,candidatar eh floppado q eleitor q perguntar meme haddadé13 debatenaglobo,-1.0
"Pra quem vocês dão preferência para Presidente do Brasil: 
Jair Messias Bolsonaro (Retweet) 
Fernando Haddad (Curti) 
Outros (Comenta) https://t.co/8uJWpnYSyi",2018-10-04 23:52:20+00:00,pra preferência parir presidente brasil jair messias bolsonaro retweet fernando haddad curtir comentar,0.0
"bonner: pode fazer a pergunta
ciro: não tem tema?
bonner: é mesmo, me atrapalhei
ciro: olhaí, já mereço seu voto
bonner: vc foi mais rápido que o ponto
ciro: é assim que vou governar o país

BICHO MAS ESSE CIRO É LIGEIRO DEMAIS",2018-10-05 00:16:34+00:00,bonner o perguntar ciro temer bonner atrapalhar ciro olhaí merecer votar bonner vc rápido o pontar ciro governar o país bichar ciro ligeiro,1.0
@mottamarcos Bolsonaro correndo do debate e indo dar entrevista.onde lhe é cabível.,2018-10-04 23:04:11+00:00,@mottamarcos bolsonaro correr debater e entrevista.onde lhe cabível,-1.0
"Coluna Fiscal - 30 anos da Constituição Financeira e Tributária. ‘Conturbado momento econômico e político exige suplantar divisões ideológicas para permitir uma profunda mudança na nossa cultura fiscal’, escreve Marcus Abraham: https://t.co/cM6IzYCjcN https://t.co/yPaIB3Ifnz",2018-10-04 21:52:29+00:00,coluna fiscal 30 constituição financeiro e tributário ‘ conturbar econômico e político exigir suplantar divisão ideológico parir permitir umar profundo mudança o cultura fiscal’ escrever marcus abraham,0.0
"BOLSONARO rebate uma a uma as FALSAS ACUSAÇÕES de

- racismo
- homofobia
- machismo

""Me jogam esses rótulos porque… https://t.co/aLSv6xcRty",2018-10-04 22:17:09+00:00,bolsonaro rebater umar o umar o falso acusação racismo homofobia machismo jogar rótulo …,1.0
Evelyn ta quase me convencendo de votar no ciro os argumentos dela e bom,2018-10-04 23:48:29+00:00,evelyn ta quase convencer votar o ciro o argumento d e,1.0
Pelo visto o Ciro vão p cima do Haddad de novo #DebateNaGlobo,2018-10-04 22:09:19+00:00,pelar vestir o ciro p haddad debatenaglobo,1.0
"Ciro, Boulos e Marina trio do pop. Tribalistas da politica brasileira #DebateNaGlobo",2018-10-04 22:53:22+00:00,ciro boulos e marino trio pop tribalistas politicar brasileiro debatenaglobo,0.0
"Os feat da esquerda hoje tão uma coisa tão linda. Vontade de levantar, aplaudir e chorar por esses homens maravilhosos. https://t.co/Wqh1zDElHO",2018-10-05 00:14:13+00:00,o feat esquerdo umar lindo vontade levantar aplaudir e chorar homem maravilhoso,1.0
Meu pai me ligou mandou áudio uns vídeos tudo pra me convencer a votar no Bonolro kkkkkk falei que ia votar no Daciolo quase fui deserdado,2018-10-05 00:02:57+00:00,pai ligar mandar áudio vídeo pra convencer o votar o bonolro kkkkkk falar votar o daciolo quase deserdar,-1.0
"""De um lado, uma organização criminosa e do outro lado a marcha da insensatez empurrando o País para um desfiladeiro sem fim."" 
Alvaro Dias",2018-10-04 22:51:05+00:00,umar organização criminoso e o marchar insensatez empurrar o país parir desfiladeiro alvaro,0.0
"@_raissaserpa e o meirelles pro boulos ""sei q pode parecer estranho pra vc essa história de trabalhar"" KKKKKKKKKKKK",2018-10-04 23:45:42+00:00,@_raissaserpa e o meirelles pro boulos q parecer estranhar pra vc história kkkkkkkkkkkk,1.0
Seríssimo https://t.co/etiXRVwecO,2018-10-05 00:25:43+00:00,seríssimo,0.0
"eu amo o Boulos mds
#DebateNaGlobo",2018-10-04 22:26:09+00:00,amar o boulos mds debatenaglobo,1.0
